1,2,3,4,5,6,7
"(1, 0.7978578963327737)","(2, 0.7213718773345387)","(3, 0.6139713716559585)","(4, 0.4664754703328032)","(5, 0.2717861622953885)","(6, 0.1189535274890593)","(7, 0.1323971571879011)"
"(1, 0.8504928379041431)","(2, 0.6743004565251093)","(3, 0.5560648189962243)","(4, 0.4726699941437549)","(5, 0.3512647413154233)","(6, 0.1481760844713588)","(7, 0.053320915085429)"
"(1, 0.8346623286616778)","(2, 0.6449900857385309)","(3, 0.5678161820311705)","(4, 0.4712050382655124)","(5, 0.285650284061251)","(6, 0.2186162238610998)","(7, 0.0863700236891695)"
"(1, 0.8598539636742881)","(2, 0.7728219740831463)","(3, 0.5456573306756266)","(4, 0.5038700559810898)","(5, 0.2375051938731857)","(6, 0.2999989230149831)","(7, 0.0148716872975083)"
"(1, 0.7189509704128336)","(2, 0.7232468515855415)","(3, 0.6267725083867028)","(4, 0.361433624406627)","(5, 0.3211445288040235)","(6, 0.2963881835093443)","(7, 0.1064359987125229)"
"(1, 0.8091325556393286)","(2, 0.6620853209888636)","(3, 0.4911869492994919)","(4, 0.3800744091192191)","(5, 0.2250585257058478)","(6, 0.3018696428388219)","(7, 0.0514608380213562)"
"(1, 0.7233566388962972)","(2, 0.6025208428879468)","(3, 0.5274480683677844)","(4, 0.5300703681858523)","(5, 0.232171787680548)","(6, 0.2769243836037633)","(7, 0.125684081514779)"
"(1, 0.7953275617003199)","(2, 0.701203697702136)","(3, 0.498009894567464)","(4, 0.4744755159319345)","(5, 0.2367476198405184)","(6, 0.3155743456989626)","(7, 0.1654128220056845)"
"(1, 0.8515102072736972)","(2, 0.566819495319444)","(3, 0.6123122074612849)","(4, 0.3607617334697157)","(5, 0.2731313718874113)","(6, 0.276748482162679)","(7, 0.1744939703977925)"
"(1, 0.7348567371662651)","(2, 0.7191515152800013)","(3, 0.6119888103528818)","(4, 0.5077663650734742)","(5, 0.3721493655617365)","(6, 0.3019465683465005)","(7, 0.0959213835959809)"
"(1, 0.8045563507813381)","(2, 0.610640602676736)","(3, 0.472299574998173)","(4, 0.5208249840450089)","(5, 0.3179991656708999)","(6, 0.174324713296737)","(7, 0.0219455325987542)"
"(1, 0.6816435595247805)","(2, 0.7075165266206925)","(3, 0.5672431923593233)","(4, 0.3697860007915873)","(5, 0.2506073673063679)","(6, 0.1526367146973221)","(7, 0.1880157811248902)"
"(1, 0.8170694735578131)","(2, 0.7286008736709864)","(3, 0.5726983866205273)","(4, 0.4137760227445449)","(5, 0.2278834372274573)","(6, 0.1656986095348595)","(7, 0.149108524218575)"
"(1, 0.798868094999484)","(2, 0.6334392116987133)","(3, 0.4841400207947924)","(4, 0.3809752934168072)","(5, 0.2504620282169436)","(6, 0.2907819930631196)","(7, 0.1819463207941877)"
"(1, 0.7167954972190206)","(2, 0.6055662489654092)","(3, 0.6015125449892247)","(4, 0.4288641661362425)","(5, 0.2969288423638189)","(6, 0.1883937408021907)","(7, 0.1804858926515759)"
"(1, 0.7914591284704702)","(2, 0.6067305701294863)","(3, 0.4810575498845372)","(4, 0.4085252602599191)","(5, 0.3107352519068537)","(6, 0.1544874578585401)","(7, 0.1069429055411489)"
"(1, 0.8448962814051124)","(2, 0.6394914534668139)","(3, 0.5175742415231727)","(4, 0.3520652405596304)","(5, 0.3284869344664942)","(6, 0.1937046408746692)","(7, 0.0335146459164761)"
"(1, 0.7933629272753462)","(2, 0.7708371474708939)","(3, 0.5885723776377787)","(4, 0.3979484634712134)","(5, 0.3769309294713137)","(6, 0.3161902876627136)","(7, 0.0569197397986663)"
"(1, 0.7714596429781384)","(2, 0.60384721006288)","(3, 0.5164277741948211)","(4, 0.4033771744560835)","(5, 0.288483390521577)","(6, 0.2896402236796855)","(7, 0.012349559446093)"
"(1, 0.8606851149381433)","(2, 0.6237251901205213)","(3, 0.466522322187926)","(4, 0.3647234371264188)","(5, 0.3414472851103424)","(6, 0.2973719082936641)","(7, 0.1197621074047887)"
"(1, 0.796614616960611)","(2, 0.6830348267512372)","(3, 0.5761462448894088)","(4, 0.5195893824771787)","(5, 0.3167167562375951)","(6, 0.1166931881191655)","(7, 0.1687532119581642)"
"(1, 0.7035772985150351)","(2, 0.6979920996057726)","(3, 0.589910806137966)","(4, 0.5081419732462384)","(5, 0.2483415344477001)","(6, 0.3024332135575645)","(7, 0.1690150378355664)"
"(1, 0.7597061071448735)","(2, 0.5676139238998084)","(3, 0.5529280414511418)","(4, 0.5194068366541722)","(5, 0.3085453555387841)","(6, 0.3029483820023616)","(7, 0.0945102634526992)"
"(1, 0.8409164784078579)","(2, 0.777664977923977)","(3, 0.6091444476576895)","(4, 0.3587222882720313)","(5, 0.334029267651192)","(6, 0.149106530733681)","(7, 0.0803697760463446)"
"(1, 0.7429400846806542)","(2, 0.6796336414109972)","(3, 0.5748462459308865)","(4, 0.3962294729606479)","(5, 0.2872570953964785)","(6, 0.2648509588061063)","(7, 0.0829263962487149)"
"(1, 0.691716707462009)","(2, 0.6150671262916052)","(3, 0.5688829505521542)","(4, 0.4032104037654105)","(5, 0.2625715766485295)","(6, 0.1598665575025657)","(7, 0.0240062302770076)"
"(1, 0.752461597111607)","(2, 0.6952791057046547)","(3, 0.53839117031292)","(4, 0.4873340911947219)","(5, 0.3800411916356746)","(6, 0.1813196402035909)","(7, 0.1823901623991997)"
"(1, 0.7398332196551739)","(2, 0.715829170557022)","(3, 0.6406683153905277)","(4, 0.44340217616811)","(5, 0.3039787953760567)","(6, 0.2731545142801174)","(7, 0.1202022307429202)"
"(1, 0.7391356421814568)","(2, 0.5759800052833468)","(3, 0.5073660999081454)","(4, 0.4660806989999362)","(5, 0.2928420841792762)","(6, 0.2798596057092409)","(7, 0.0515851301098278)"
"(1, 0.7596179040964207)","(2, 0.5673095696401602)","(3, 0.5842933007693742)","(4, 0.3632635125234)","(5, 0.2730050753991018)","(6, 0.3066182159052693)","(7, 0.1787854485890233)"
"(1, 0.7297106645749568)","(2, 0.6224470337918031)","(3, 0.4754308314476147)","(4, 0.493782769869561)","(5, 0.3507021408633511)","(6, 0.3040413689104273)","(7, 0.1872727853871158)"
"(1, 0.8338218287030233)","(2, 0.6192983051924079)","(3, 0.5183157579203713)","(4, 0.4424242689040758)","(5, 0.2626747387238907)","(6, 0.1294223863525405)","(7, 0.1812908332590544)"
"(1, 0.7960863112413596)","(2, 0.5751375773033539)","(3, 0.633919167169972)","(4, 0.4555038716329308)","(5, 0.2532067503446173)","(6, 0.1758356800849873)","(7, 0.1243744769310027)"
"(1, 0.6860459356584129)","(2, 0.6110766864688406)","(3, 0.4972338257457113)","(4, 0.4166548788669594)","(5, 0.2753609132909739)","(6, 0.2500776865217883)","(7, 0.0548024161033194)"
"(1, 0.1650740839390697)","(2, 0.3823069218165434)","(3, 0.2728082082165552)","(4, 0.4312973769117748)","(5, 0.1913365050934779)","(6, 0.3818824567796993)","(7, 0.2929178181569979)"
"(1, 0.332317159610199)","(2, 0.3301110241554428)","(3, 0.2658311691701958)","(4, 0.3113240633002416)","(5, 0.2071781188890764)","(6, 0.1699050007304019)","(7, 0.4301121657939006)"
"(1, 0.0024417148500988)","(2, 0.0839509061054951)","(3, 0.1157790972227473)","(4, 0.1547633283980613)","(5, 0.1156316439458297)","(6, 0.1168608834250434)","(7, 0.0852315039957375)"
"(1, 0.4703802982461117)","(2, 0.4868885034017067)","(3, 0.325631482438452)","(4, 0.4201887843836163)","(5, 0.3034876090338419)","(6, 0.4203093878151683)","(7, 0.4237881865033709)"
"(1, 0.4039693365135665)","(2, 0.207463137877599)","(3, 0.1727604275210371)","(4, 0.2575239015820748)","(5, 0.2369393588044725)","(6, 0.3646719691942138)","(7, 0.2564447692198343)"
"(1, 0.4142213401328939)","(2, 0.4445186591996855)","(3, 0.3144631437440197)","(4, 0.3728932913306771)","(5, 0.4000125574776872)","(6, 0.3123722489609852)","(7, 0.3908824063646435)"
"(1, 0.0445154807063901)","(2, 0.0650902140314317)","(3, 0.0638699444558187)","(4, 0.0736445315058094)","(5, 0.0184243754175506)","(6, 0.1835715830061015)","(7, 0.0789745956520169)"
"(1, 0.9614551123147904)","(2, 0.8311568424530076)","(3, 0.9927515531736436)","(4, 0.9738269297953612)","(5, 0.873992289998486)","(6, 0.98285026356655)","(7, 0.898664085502848)"
"(1, 0.9597952606331852)","(2, 0.8720256690613178)","(3, 0.8195386655124063)","(4, 0.9362782575698684)","(5, 0.9747253878142954)","(6, 0.9868624802760152)","(7, 0.8409234812781129)"
"(1, 0.7404889297346057)","(2, 0.6929106161675528)","(3, 0.5668587401629481)","(4, 0.6595154559892928)","(5, 0.6322925696836551)","(6, 0.6951602691137724)","(7, 0.7366818460377518)"
"(1, 0.2554897645846181)","(2, 0.3861522835478095)","(3, 0.4791494405559772)","(4, 0.3289294541872117)","(5, 0.443094698225369)","(6, 0.2840871031686682)","(7, 0.3809994789963861)"
"(1, 0.8704592509867717)","(2, 0.8857421520351177)","(3, 0.8427835220376002)","(4, 0.9242905542236034)","(5, 0.876743258721673)","(6, 0.8600479763515467)","(7, 0.8721085949527961)"
"(1, 0.4151048686343859)","(2, 0.2802908054788227)","(3, 0.4424701677464299)","(4, 0.2734709367330081)","(5, 0.279361693201881)","(6, 0.2969439251714079)","(7, 0.2940801957470607)"
"(1, 0.4370047989980663)","(2, 0.5882458539420533)","(3, 0.5112841685672672)","(4, 0.5081273799108893)","(5, 0.5782813580522086)","(6, 0.4984737681304407)","(7, 0.538731166082586)"
"(1, 0.4461827772142486)","(2, 0.6443541759122416)","(3, 0.4253470337551036)","(4, 0.6052994700659188)","(5, 0.3923440681542435)","(6, 0.3895127723311609)","(7, 0.480240141553631)"
"(1, 0.3500093456368029)","(2, 0.0778562055596805)","(3, 0.1471738429748521)","(4, 0.1839160934252725)","(5, 0.2964899225838361)","(6, 0.0932880091838687)","(7, 0.3604739593415321)"
"(1, 0.4825670883578305)","(2, 0.5244863311392056)","(3, 0.3760859241781401)","(4, 0.287076473894658)","(5, 0.4622058595122661)","(6, 0.3063957836411958)","(7, 0.4018562578156527)"
"(1, 0.0186786919926298)","(2, 0.1102700071316231)","(3, 0.0265829985025723)","(4, 0.0531258191846243)","(5, 0.0332624323258515)","(6, 0.1333126344385178)","(7, 0.1162119747941475)"
"(1, 0.8536655917430003)","(2, 0.8059625832346559)","(3, 0.7382714151797392)","(4, 0.8814919341387809)","(5, 0.7734428348661654)","(6, 0.7146683448301623)","(7, 0.9953438669957526)"
"(1, 0.4096476585443229)","(2, 0.4196281842438501)","(3, 0.4585981584749441)","(4, 0.5042726689499089)","(5, 0.4689898840074007)","(6, 0.4511942654367948)","(7, 0.4584416969622817)"
"(1, 0.4849719336518111)","(2, 0.4496575976320103)","(3, 0.4706521728223951)","(4, 0.5018988331402653)","(5, 0.5221888204533495)","(6, 0.6685662676179605)","(7, 0.5878473341478888)"
"(1, 0.5529603507345334)","(2, 0.3293289976713872)","(3, 0.3116371329555483)","(4, 0.3446222298326469)","(5, 0.5503742521767221)","(6, 0.5812032683721113)","(7, 0.5954294222882508)"
"(1, 0.7550232961099602)","(2, 0.9934546387012956)","(3, 0.7327165537136601)","(4, 0.7434390527652028)","(5, 0.9201140977251808)","(6, 0.78429782403051)","(7, 0.953850937646052)"
"(1, 0.4224317502261686)","(2, 0.3105380773264422)","(3, 0.4944105901976902)","(4, 0.3660192893458808)","(5, 0.3432825906379307)","(6, 0.4407725029983508)","(7, 0.3226641443469795)"
"(1, 0.1897529045340609)","(2, 0.2299243055231083)","(3, 0.2652348656284536)","(4, 0.1933562835860578)","(5, 0.0053963894407404)","(6, 0.1169123573020296)","(7, 0.1446639118205009)"
"(1, 0.8581391097864086)","(2, 0.8714235456853805)","(3, 0.7747587164482752)","(4, 0.8631025867029397)","(5, 0.925433271274968)","(6, 0.7673338455093882)","(7, 0.8353702825707858)"
"(1, 0.8206420298743594)","(2, 0.6223691074612467)","(3, 0.6551827541040309)","(4, 0.8184483577246944)","(5, 0.6702994736944532)","(6, 0.7197444700588003)","(7, 0.7250667468600186)"
"(1, 0.2377601049687626)","(2, 0.3825067231585251)","(3, 0.2869155798148841)","(4, 0.3805886143360352)","(5, 0.2172235713394355)","(6, 0.1938798792014054)","(7, 0.2469480244053047)"
"(1, 0.0955043053440143)","(2, 0.0886922248847411)","(3, 0.0243145336865609)","(4, 0.0699129868287939)","(5, 0.1256135197016738)","(6, 0.2542093219712613)","(7, 0.2277209686799965)"
"(1, 0.3412103672113134)","(2, 0.2782760592566519)","(3, 0.3132581244142271)","(4, 0.1584175623094723)","(5, 0.191196240070383)","(6, 0.3009667566892827)","(7, 0.1868301339491326)"
"(1, 0.3274188772047157)","(2, 0.2305647369592657)","(3, 0.277509395526973)","(4, 0.1872748905325169)","(5, 0.3253817666865087)","(6, 0.3887162120178871)","(7, 0.2201710876479084)"
"(1, 0.3614991295476388)","(2, 0.3470460257394905)","(3, 0.3975558639934783)","(4, 0.3507116690887543)","(5, 0.4553348683023845)","(6, 0.3388332438546393)","(7, 0.3372139152875433)"
"(1, 0.9442418843900616)","(2, 0.7233586666960667)","(3, 0.7989756148033531)","(4, 0.7545418865957221)","(5, 0.8788072816405577)","(6, 0.7716005402373249)","(7, 0.8538274931786101)"
"(1, 0.4339313114680543)","(2, 0.3338520492513724)","(3, 0.486406438406155)","(4, 0.4193496913834563)","(5, 0.2602503495309277)","(6, 0.2200846894203487)","(7, 0.2804026233581322)"
"(1, 0.8790968892252572)","(2, 0.7642556959549391)","(3, 0.7013543509297702)","(4, 0.781525539436492)","(5, 0.8297158213704962)","(6, 0.6624462836870709)","(7, 0.7106006479642948)"
"(1, 0.3277179465938613)","(2, 0.0963916087776006)","(3, 0.2384326678563876)","(4, 0.2604121354360553)","(5, 0.0607582612725432)","(6, 0.1481235901893863)","(7, 0.186183303893572)"
"(1, 0.1990213908833417)","(2, 0.0820722944503214)","(3, 0.2205529272716433)","(4, 0.1043301857343614)","(5, 0.2468668184352144)","(6, 0.002267106923975)","(7, 0.2481847040949358)"
"(1, 0.1404653052402533)","(2, 0.0600129391535861)","(3, 0.0511360322578623)","(4, 0.2041309446505592)","(5, 0.1620811009105627)","(6, 0.2141957489354658)","(7, 0.1425323758033)"
"(1, 0.3084171882011211)","(2, 0.3251460611972563)","(3, 0.1342619752273689)","(4, 0.1071217866956697)","(5, 0.3241205148362389)","(6, 0.08442246754099)","(7, 0.1038029614632701)"
"(1, 0.0486142828628362)","(2, 0.1020966173179549)","(3, 0.1264385169100003)","(4, 0.0655883066215373)","(5, 0.0550135638539126)","(6, 0.1251690352361234)","(7, 0.1511588171549168)"
"(1, 0.3559043842648355)","(2, 0.2665434599551218)","(3, 0.3495312014238265)","(4, 0.1494448936198772)","(5, 0.2900892549727495)","(6, 0.1341410137471452)","(7, 0.3669787734428959)"
"(1, 0.8557290920011422)","(2, 0.9118381453636304)","(3, 0.7507291234562108)","(4, 0.9296760259635044)","(5, 0.753071423802715)","(6, 0.8258813221531373)","(7, 0.8255823302854646)"
"(1, 0.7236049000999389)","(2, 0.4760648182964833)","(3, 0.6376512668331236)","(4, 0.4729308633791245)","(5, 0.5337657909646396)","(6, 0.4547340333034848)","(7, 0.5172286221408622)"
"(1, 0.7944074603070733)","(2, 0.9224709662315812)","(3, 0.8674093807605519)","(4, 0.8158349936248087)","(5, 0.8928377783763463)","(6, 0.7966377976247893)","(7, 0.7265900141476199)"
"(1, 0.3806733355563497)","(2, 0.3594261056237302)","(3, 0.290044006272394)","(4, 0.2515705501663406)","(5, 0.2011184289772168)","(6, 0.2156876458553288)","(7, 0.2090416932314857)"
"(1, 0.2382920628402235)","(2, 0.1593403939515048)","(3, 0.2842088514605445)","(4, 0.3686534476393733)","(5, 0.2301706267506243)","(6, 0.3584564213850046)","(7, 0.1627493547094365)"
"(1, 0.8868705595776071)","(2, 0.9000024970864311)","(3, 0.8443766453152893)","(4, 0.876304103246328)","(5, 0.9891141020170048)","(6, 0.9904509426485896)","(7, 0.8899433410297717)"
"(1, 0.2047664571561201)","(2, 0.2287377542022745)","(3, 0.1055704397877741)","(4, 0.0788432231987189)","(5, 0.2444113519488449)","(6, 0.2733987524528152)","(7, 0.1577656385432914)"
"(1, 0.441792725116482)","(2, 0.3307396365453415)","(3, 0.4807444684509201)","(4, 0.4105962811242621)","(5, 0.3082600141615923)","(6, 0.426880437548144)","(7, 0.4819915238935641)"
"(1, 0.0353815458953673)","(2, 0.1759394761904819)","(3, 0.1332793142007284)","(4, 0.2490203213102715)","(5, 0.224748851315014)","(6, 0.1946489423435102)","(7, 0.2539529295992958)"
"(1, 0.7894997908468827)","(2, 0.6230507561424513)","(3, 0.5994926856410163)","(4, 0.8361087473574387)","(5, 0.6239028565050382)","(6, 0.6604761245783559)","(7, 0.7688454611096034)"
"(1, 0.2970864615376336)","(2, 0.2010027828361648)","(3, 0.117330387601752)","(4, 0.2852078295090818)","(5, 0.3234025888058088)","(6, 0.2520744862630392)","(7, 0.2199804381111197)"
"(1, 0.1562628750698454)","(2, 0.4159767261675876)","(3, 0.3944324541140513)","(4, 0.4109274299876649)","(5, 0.3313460599072947)","(6, 0.3119208985202643)","(7, 0.1469153905915418)"
"(1, 0.3500155848939567)","(2, 0.4562655493128927)","(3, 0.3018911329711259)","(4, 0.323495254421115)","(5, 0.3967466854997715)","(6, 0.2777705817333606)","(7, 0.5025252807321883)"
"(1, 0.1460630357712813)","(2, 0.0357649527811691)","(3, 0.0886119413392208)","(4, 0.0356935463377138)","(5, 0.1867556415774565)","(6, 0.1127830703196973)","(7, 0.1719966513977981)"
"(1, 0.8556210913632863)","(2, 0.6441006575664124)","(3, 0.7108477480885043)","(4, 0.6732949851684324)","(5, 0.7120901840189918)","(6, 0.6518220479734712)","(7, 0.6999162295059871)"
"(1, 0.1169363488374087)","(2, 0.3413953237291651)","(3, 0.2485557634949181)","(4, 0.1396546694002861)","(5, 0.2740045160386218)","(6, 0.3119609624022674)","(7, 0.1701033312609484)"
"(1, 0.8012365751693997)","(2, 0.9637208246453072)","(3, 0.9075229922927294)","(4, 0.9478441969654532)","(5, 0.999797031775442)","(6, 0.8858974645636446)","(7, 0.8863318994066525)"
"(1, 0.2242969344302103)","(2, 0.2439105908659465)","(3, 0.4720386990289706)","(4, 0.3726974701472618)","(5, 0.3043546100219578)","(6, 0.3089846319373391)","(7, 0.4563859147191468)"
"(1, 0.2668700511514093)","(2, 0.0805912271241799)","(3, 0.3343352542801824)","(4, 0.0691351094234651)","(5, 0.2276036724253108)","(6, 0.2025231294759374)","(7, 0.1111994196657039)"
"(1, 0.0793954735465809)","(2, 0.1260346099251777)","(3, 0.171525628749698)","(4, 0.220355934988368)","(5, 0.2306534273681025)","(6, 0.2188013060761492)","(7, 0.0659696962422419)"
"(1, 0.856466721345699)","(2, 0.9837490606951932)","(3, 0.9893949570495392)","(4, 0.728026951658193)","(5, 0.9193684341319917)","(6, 0.8594830725422583)","(7, 0.8387155094655396)"
"(1, 0.7517800755832518)","(2, 0.8342999215210897)","(3, 0.7473562732997221)","(4, 0.7398016125203083)","(5, 0.7766797538119998)","(6, 0.7675607281056495)","(7, 0.9643000840324784)"
"(1, 0.3331444416586011)","(2, 0.4935864102091029)","(3, 0.2831861240730103)","(4, 0.389985736178682)","(5, 0.3457480359245947)","(6, 0.4824827699794379)","(7, 0.3817971452874925)"
"(1, 0.9561648576034342)","(2, 0.941578584748748)","(3, 0.8922716899780678)","(4, 0.8796569743607616)","(5, 0.8726693727328733)","(6, 0.8641786392863623)","(7, 0.9668517671503624)"
"(1, 0.462261500189858)","(2, 0.6551026581690181)","(3, 0.6161532907201718)","(4, 0.4867570664168108)","(5, 0.6674536387671104)","(6, 0.6548980173636147)","(7, 0.5672563935459988)"
"(1, 0.851117282153415)","(2, 0.9202711054387892)","(3, 0.8834968098845525)","(4, 0.8455321431176938)","(5, 0.9461885064293746)","(6, 0.7657930979488878)","(7, 0.9283196511885362)"
"(1, 0.9286503017939342)","(2, 0.9528992084437722)","(3, 0.8435094016017988)","(4, 0.9582873239827092)","(5, 0.8808644663966169)","(6, 0.8699502039187488)","(7, 0.9768547060571848)"
"(1, 0.4353498056492174)","(2, 0.5621200492932272)","(3, 0.5097445011808515)","(4, 0.4620442172207952)","(5, 0.5461344137611116)","(6, 0.3318610954354614)","(7, 0.5536961765724594)"
"(1, 0.8306706693427401)","(2, 0.924825964705928)","(3, 0.9110515192806532)","(4, 0.8483858555092437)","(5, 0.8604749424132684)","(6, 0.7959428294312731)","(7, 0.9468816550463393)"
"(1, 0.0506716961983934)","(2, 0.004548801897542)","(3, 0.0651483276111573)","(4, 0.0347221358400861)","(5, 0.1025326175571882)","(6, 0.0256320875204656)","(7, 0.0775412257546588)"
"(1, 0.6264511240317504)","(2, 0.6189888367851202)","(3, 0.7201434379028315)","(4, 0.5537861182279976)","(5, 0.4373508844420856)","(6, 0.7067781385779787)","(7, 0.6753915711779953)"
"(1, 0.2264731235215004)","(2, 0.0158329371918944)","(3, 0.1241987265943773)","(4, 0.1396358980413378)","(5, 0.191068808109624)","(6, 0.2158688902328415)","(7, 0.1174371530940649)"
"(1, 0.2480321568319627)","(2, 0.316911702020659)","(3, 0.202862142242264)","(4, 0.1441032179321102)","(5, 0.1862995078393604)","(6, 0.1062162771749038)","(7, 0.2807090662643889)"
"(1, 0.1423227567706941)","(2, 0.1343170814973813)","(3, 0.0359743403104632)","(4, 0.0790886753323664)","(5, 0.088836310226633)","(6, 0.0005858374881747)","(7, 0.1070280575339091)"
"(1, 0.565007269331796)","(2, 0.3545020070501877)","(3, 0.4849710695387506)","(4, 0.4604765228054237)","(5, 0.2974177440772978)","(6, 0.4062711593464459)","(7, 0.5860606459084237)"
"(1, 0.778002888692872)","(2, 0.7829914550337207)","(3, 0.7852240565253806)","(4, 0.8514010882317843)","(5, 0.8449122030480234)","(6, 0.5750236791543606)","(7, 0.7029206929161856)"
"(1, 0.7764227034687237)","(2, 0.9254551208172862)","(3, 0.8357271568196707)","(4, 0.8315855302191635)","(5, 0.690670635145906)","(6, 0.9023423653473196)","(7, 0.7781407601763815)"
"(1, 0.3990584779380826)","(2, 0.6311423913116347)","(3, 0.6501971115872941)","(4, 0.6740308277278841)","(5, 0.491865233779661)","(6, 0.5883358325805256)","(7, 0.5821407712318067)"
"(1, 0.9522988005912048)","(2, 0.7693624274552711)","(3, 0.7989159048145883)","(4, 0.7195907298000379)","(5, 0.9077725767501093)","(6, 0.6621396787177495)","(7, 0.702666814276344)"
"(1, 0.2855205794060432)","(2, 0.0851576898554556)","(3, 0.0231906395132722)","(4, 0.1231947189182598)","(5, 0.1793250995333212)","(6, 0.2450403662459162)","(7, 0.1426141201281164)"
"(1, 0.0800566509114767)","(2, 0.196128434368186)","(3, 0.1982235128335118)","(4, 0.0956422666364318)","(5, 0.2071408775979993)","(6, 0.1916819678520924)","(7, 0.2126766794828729)"
"(1, 0.2113639726161218)","(2, 0.120075496774058)","(3, 0.1182907551517667)","(4, 0.123683787333222)","(5, 0.1730171813959855)","(6, 0.1737856989177476)","(7, 0.2249824478739921)"
"(1, 0.6962994223710949)","(2, 0.7948547832448705)","(3, 0.5767779672140262)","(4, 0.7000360562354739)","(5, 0.6002481590309596)","(6, 0.6286523564511803)","(7, 0.8133618143635133)"
"(1, 0.05294166651785)","(2, 0.0784875824575199)","(3, 0.075819682382098)","(4, 0.031521799967621)","(5, 0.1055930220719811)","(6, 0.0380110604559301)","(7, 0.0080472958480719)"
"(1, 0.9328039381853652)","(2, 0.9635694079610834)","(3, 0.826446793233588)","(4, 0.8366528638430726)","(5, 0.8034188036255031)","(6, 0.8934419049494672)","(7, 0.9351852169931988)"
"(1, 0.0192349645413429)","(2, 0.0743886516201375)","(3, 0.0984760686891578)","(4, 0.0283746408213373)","(5, 0.0808438856140325)","(6, 0.0380239843187615)","(7, 0.0481502055628723)"
"(1, 0.07357036263168)","(2, 0.2405900219419686)","(3, 0.1475549637243187)","(4, 0.1951636644865179)","(5, 0.0467356687029402)","(6, 0.0444397887106927)","(7, 0.052607715975843)"
"(1, 0.1491929686836206)","(2, 0.0205758084960899)","(3, 0.0084480844182204)","(4, 0.0435821266001414)","(5, 0.0029098360718926)","(6, 0.1427743961097483)","(7, 0.0449372636900048)"
"(1, 0.0344295132233516)","(2, 0.0683212990995043)","(3, 0.1973767273091858)","(4, 0.1062742348836923)","(5, 0.0571997294778197)","(6, 0.0322508428124791)","(7, 0.119018871534666)"
"(1, 0.228906629262022)","(2, 0.2217940604616319)","(3, 0.3718842347893909)","(4, 0.1728222788923455)","(5, 0.2152649302492751)","(6, 0.2659391173152731)","(7, 0.3475180636036704)"
"(1, 0.7524610415096422)","(2, 0.918368822823435)","(3, 0.6719230837279053)","(4, 0.6537451884195574)","(5, 0.7381611440700633)","(6, 0.8806467432059619)","(7, 0.6549701702620822)"
