1,2,3,4,5,6,7
"(1, 0.8555010844944456)","(2, 0.7523126779541657)","(3, 0.7837627285381025)","(4, 0.2178654803161307)","(5, 0.1085500136994482)","(6, 0.2074318008338294)","(7, 0.1851364880111091)"
"(1, 0.8027206963853499)","(2, 0.8079909762961255)","(3, 0.7414471522899712)","(4, 0.1918429423657771)","(5, 0.1619863634296882)","(6, 0.1653089407042661)","(7, 0.2030858388138734)"
"(1, 0.9181613013924368)","(2, 0.8869199481714927)","(3, 0.8674622106757771)","(4, 0.1414141513822003)","(5, 0.2785619906203528)","(6, 0.3062313161481671)","(7, 0.1728039084148071)"
"(1, 0.9120454322577062)","(2, 0.8954227821904694)","(3, 0.8464353555354529)","(4, 0.2108181551082275)","(5, 0.1279960933218525)","(6, 0.3009151486630442)","(7, 0.2543906965501192)"
"(1, 0.7865472901895278)","(2, 0.8011962245425875)","(3, 0.7842308544941884)","(4, 0.1043913859491442)","(5, 0.1400490559689124)","(6, 0.2193708785033633)","(7, 0.1787564020411839)"
"(1, 0.9172550230438749)","(2, 0.9073133649159664)","(3, 0.911023198957509)","(4, 0.1594355620379282)","(5, 0.1469733730565739)","(6, 0.1312762964562581)","(7, 0.2276329682123552)"
"(1, 0.8061726367951643)","(2, 0.7567328954617412)","(3, 0.8746499943791571)","(4, 0.1623743124488728)","(5, 0.1680001523470468)","(6, 0.2167918187835891)","(7, 0.186077168283538)"
"(1, 0.9128075641771644)","(2, 0.77844534491434)","(3, 0.7488538787820194)","(4, 0.1239830530592936)","(5, 0.1191704206474535)","(6, 0.3083616209397939)","(7, 0.2628064974166937)"
"(1, 0.916131758053946)","(2, 0.8907669503244433)","(3, 0.9108151312195988)","(4, 0.2869362773335676)","(5, 0.2618516734995765)","(6, 0.2198138074101736)","(7, 0.2112628821830429)"
"(1, 0.8695416736033494)","(2, 0.8528484510147678)","(3, 0.8858667586013331)","(4, 0.1624132995545797)","(5, 0.2350043773449522)","(6, 0.119312629520845)","(7, 0.2739241782635027)"
"(1, 0.8380604926117619)","(2, 0.8990432726940738)","(3, 0.9078181923322548)","(4, 0.1235522864578818)","(5, 0.2415101731114717)","(6, 0.2863972691352194)","(7, 0.1416644238650809)"
"(1, 0.9217148452721212)","(2, 0.7605088904509675)","(3, 0.7751311958472513)","(4, 0.2698627253409057)","(5, 0.2182874139822049)","(6, 0.1391464156275672)","(7, 0.2252988186011874)"
"(1, 0.9243630589866534)","(2, 0.81846351890822)","(3, 0.8834281824342447)","(4, 0.2928882185443839)","(5, 0.1954006118792793)","(6, 0.2369108768746842)","(7, 0.2925447004149818)"
"(1, 0.7775210660547538)","(2, 0.7747837912705472)","(3, 0.8313136819940573)","(4, 0.1478956347324002)","(5, 0.1171176732113658)","(6, 0.317060522110093)","(7, 0.2135875311886345)"
"(1, 0.772408310974614)","(2, 0.8130975072415667)","(3, 0.9105306718775894)","(4, 0.2510997801607944)","(5, 0.1147546045406554)","(6, 0.1167431356073811)","(7, 0.2108770779501202)"
"(1, 0.9194187735953308)","(2, 0.8614288622381129)","(3, 0.7661540846436606)","(4, 0.2120378039712325)","(5, 0.2754787539831905)","(6, 0.2181875436717685)","(7, 0.1423813980959947)"
"(1, 0.8564586132332663)","(2, 0.8425970977366686)","(3, 0.8658112131444143)","(4, 0.269927773114069)","(5, 0.2434003829919724)","(6, 0.2086613397340463)","(7, 0.2452486190804302)"
"(1, 0.8646452845462809)","(2, 0.9189204605516442)","(3, 0.7408847550867019)","(4, 0.2106923005011993)","(5, 0.2632003448626893)","(6, 0.1276218456241987)","(7, 0.2475492397525189)"
"(1, 0.7911549446691348)","(2, 0.7505141528739196)","(3, 0.7571842546341765)","(4, 0.1792999871020615)","(5, 0.1769268643103713)","(6, 0.3144445837754159)","(7, 0.1807274390199079)"
"(1, 0.8723940412005686)","(2, 0.8036079504829724)","(3, 0.856447044832541)","(4, 0.2628258716783794)","(5, 0.1965156298337396)","(6, 0.1827614479243166)","(7, 0.2742820085846416)"
"(1, 0.925267781099498)","(2, 0.8547130001360334)","(3, 0.9057892227224236)","(4, 0.2347814622475235)","(5, 0.0998610295992989)","(6, 0.3256137369467041)","(7, 0.1352385945522427)"
"(1, 0.8604397798383066)","(2, 0.7703718306486013)","(3, 0.7890663235738659)","(4, 0.2483208389871444)","(5, 0.1460288163831943)","(6, 0.1529340194978256)","(7, 0.2672115319753928)"
"(1, 0.8225636092606285)","(2, 0.8927035189266771)","(3, 0.8168757588848993)","(4, 0.1089353260466384)","(5, 0.1321118453273012)","(6, 0.1401254588486316)","(7, 0.2024128859228706)"
"(1, 0.8701254228734787)","(2, 0.8800198095405036)","(3, 0.8995169553165951)","(4, 0.1541796843180036)","(5, 0.2176988169497096)","(6, 0.2886437864531985)","(7, 0.2658299277151909)"
"(1, 0.8816084932726251)","(2, 0.8999627037020124)","(3, 0.8382081483741805)","(4, 0.2203072574931876)","(5, 0.2543478311123557)","(6, 0.108041905068435)","(7, 0.2457367321116294)"
"(1, 0.8203309142356985)","(2, 0.9290238293837172)","(3, 0.8784040418594021)","(4, 0.1642820953519968)","(5, 0.2478869097465245)","(6, 0.1112943611772409)","(7, 0.2435097312558482)"
"(1, 0.8286332754066913)","(2, 0.9041122305698944)","(3, 0.7440852865793158)","(4, 0.1990358499622061)","(5, 0.1628255664310908)","(6, 0.2013940111360662)","(7, 0.1401368450142513)"
"(1, 0.8772104016304115)","(2, 0.7486924277362359)","(3, 0.8143796764371658)","(4, 0.1663327414396836)","(5, 0.1359211545939534)","(6, 0.1643264486466008)","(7, 0.2178338680660989)"
"(1, 0.7788093350129363)","(2, 0.907246225678907)","(3, 0.8141518593175198)","(4, 0.106912659855261)","(5, 0.2369354893230143)","(6, 0.1029784078186154)","(7, 0.1510817668567645)"
"(1, 0.9195570646830324)","(2, 0.7581534760659457)","(3, 0.8254741103353298)","(4, 0.2818330370567166)","(5, 0.2359346272435981)","(6, 0.2786117481948362)","(7, 0.1767508730534001)"
"(1, 0.9010205708618548)","(2, 0.8345100391239253)","(3, 0.7455173993215187)","(4, 0.2214386368381573)","(5, 0.1377324976159333)","(6, 0.2858926573827677)","(7, 0.1348670216142932)"
"(1, 0.7902057758925162)","(2, 0.7482103393393595)","(3, 0.8634134203924052)","(4, 0.1755253611262965)","(5, 0.2248559399074015)","(6, 0.3296606415687655)","(7, 0.139890888082639)"
"(1, 0.8195264023928673)","(2, 0.758146821008864)","(3, 0.8159958558301792)","(4, 0.229856820053022)","(5, 0.2769514781910121)","(6, 0.2660955842815293)","(7, 0.2387303704909856)"
"(1, 0.9179766917521912)","(2, 0.885229086432219)","(3, 0.8456714968383258)","(4, 0.230483620831436)","(5, 0.2344347787691212)","(6, 0.2641952369235121)","(7, 0.2115865703894606)"
"(1, 0.1650740839390697)","(2, 0.3823069218165434)","(3, 0.2728082082165552)","(4, 0.4312973769117748)","(5, 0.1913365050934779)","(6, 0.3818824567796993)","(7, 0.2929178181569979)"
"(1, 0.332317159610199)","(2, 0.3301110241554428)","(3, 0.2658311691701958)","(4, 0.3113240633002416)","(5, 0.2071781188890764)","(6, 0.1699050007304019)","(7, 0.4301121657939006)"
"(1, 0.0024417148500988)","(2, 0.0839509061054951)","(3, 0.1157790972227473)","(4, 0.1547633283980613)","(5, 0.1156316439458297)","(6, 0.1168608834250434)","(7, 0.0852315039957375)"
"(1, 0.4703802982461117)","(2, 0.4868885034017067)","(3, 0.325631482438452)","(4, 0.4201887843836163)","(5, 0.3034876090338419)","(6, 0.4203093878151683)","(7, 0.4237881865033709)"
"(1, 0.4039693365135665)","(2, 0.207463137877599)","(3, 0.1727604275210371)","(4, 0.2575239015820748)","(5, 0.2369393588044725)","(6, 0.3646719691942138)","(7, 0.2564447692198343)"
"(1, 0.4142213401328939)","(2, 0.4445186591996855)","(3, 0.3144631437440197)","(4, 0.3728932913306771)","(5, 0.4000125574776872)","(6, 0.3123722489609852)","(7, 0.3908824063646435)"
"(1, 0.0445154807063901)","(2, 0.0650902140314317)","(3, 0.0638699444558187)","(4, 0.0736445315058094)","(5, 0.0184243754175506)","(6, 0.1835715830061015)","(7, 0.0789745956520169)"
"(1, 0.9614551123147904)","(2, 0.8311568424530076)","(3, 0.9927515531736436)","(4, 0.9738269297953612)","(5, 0.873992289998486)","(6, 0.98285026356655)","(7, 0.898664085502848)"
"(1, 0.9597952606331852)","(2, 0.8720256690613178)","(3, 0.8195386655124063)","(4, 0.9362782575698684)","(5, 0.9747253878142954)","(6, 0.9868624802760152)","(7, 0.8409234812781129)"
"(1, 0.7404889297346057)","(2, 0.6929106161675528)","(3, 0.5668587401629481)","(4, 0.6595154559892928)","(5, 0.6322925696836551)","(6, 0.6951602691137724)","(7, 0.7366818460377518)"
"(1, 0.2554897645846181)","(2, 0.3861522835478095)","(3, 0.4791494405559772)","(4, 0.3289294541872117)","(5, 0.443094698225369)","(6, 0.2840871031686682)","(7, 0.3809994789963861)"
"(1, 0.8704592509867717)","(2, 0.8857421520351177)","(3, 0.8427835220376002)","(4, 0.9242905542236034)","(5, 0.876743258721673)","(6, 0.8600479763515467)","(7, 0.8721085949527961)"
"(1, 0.4151048686343859)","(2, 0.2802908054788227)","(3, 0.4424701677464299)","(4, 0.2734709367330081)","(5, 0.279361693201881)","(6, 0.2969439251714079)","(7, 0.2940801957470607)"
"(1, 0.4370047989980663)","(2, 0.5882458539420533)","(3, 0.5112841685672672)","(4, 0.5081273799108893)","(5, 0.5782813580522086)","(6, 0.4984737681304407)","(7, 0.538731166082586)"
"(1, 0.4461827772142486)","(2, 0.6443541759122416)","(3, 0.4253470337551036)","(4, 0.6052994700659188)","(5, 0.3923440681542435)","(6, 0.3895127723311609)","(7, 0.480240141553631)"
"(1, 0.3500093456368029)","(2, 0.0778562055596805)","(3, 0.1471738429748521)","(4, 0.1839160934252725)","(5, 0.2964899225838361)","(6, 0.0932880091838687)","(7, 0.3604739593415321)"
"(1, 0.4825670883578305)","(2, 0.5244863311392056)","(3, 0.3760859241781401)","(4, 0.287076473894658)","(5, 0.4622058595122661)","(6, 0.3063957836411958)","(7, 0.4018562578156527)"
"(1, 0.0186786919926298)","(2, 0.1102700071316231)","(3, 0.0265829985025723)","(4, 0.0531258191846243)","(5, 0.0332624323258515)","(6, 0.1333126344385178)","(7, 0.1162119747941475)"
"(1, 0.8536655917430003)","(2, 0.8059625832346559)","(3, 0.7382714151797392)","(4, 0.8814919341387809)","(5, 0.7734428348661654)","(6, 0.7146683448301623)","(7, 0.9953438669957526)"
"(1, 0.4096476585443229)","(2, 0.4196281842438501)","(3, 0.4585981584749441)","(4, 0.5042726689499089)","(5, 0.4689898840074007)","(6, 0.4511942654367948)","(7, 0.4584416969622817)"
"(1, 0.4849719336518111)","(2, 0.4496575976320103)","(3, 0.4706521728223951)","(4, 0.5018988331402653)","(5, 0.5221888204533495)","(6, 0.6685662676179605)","(7, 0.5878473341478888)"
"(1, 0.5529603507345334)","(2, 0.3293289976713872)","(3, 0.3116371329555483)","(4, 0.3446222298326469)","(5, 0.5503742521767221)","(6, 0.5812032683721113)","(7, 0.5954294222882508)"
"(1, 0.7550232961099602)","(2, 0.9934546387012956)","(3, 0.7327165537136601)","(4, 0.7434390527652028)","(5, 0.9201140977251808)","(6, 0.78429782403051)","(7, 0.953850937646052)"
"(1, 0.4224317502261686)","(2, 0.3105380773264422)","(3, 0.4944105901976902)","(4, 0.3660192893458808)","(5, 0.3432825906379307)","(6, 0.4407725029983508)","(7, 0.3226641443469795)"
"(1, 0.1897529045340609)","(2, 0.2299243055231083)","(3, 0.2652348656284536)","(4, 0.1933562835860578)","(5, 0.0053963894407404)","(6, 0.1169123573020296)","(7, 0.1446639118205009)"
"(1, 0.8581391097864086)","(2, 0.8714235456853805)","(3, 0.7747587164482752)","(4, 0.8631025867029397)","(5, 0.925433271274968)","(6, 0.7673338455093882)","(7, 0.8353702825707858)"
"(1, 0.8206420298743594)","(2, 0.6223691074612467)","(3, 0.6551827541040309)","(4, 0.8184483577246944)","(5, 0.6702994736944532)","(6, 0.7197444700588003)","(7, 0.7250667468600186)"
"(1, 0.2377601049687626)","(2, 0.3825067231585251)","(3, 0.2869155798148841)","(4, 0.3805886143360352)","(5, 0.2172235713394355)","(6, 0.1938798792014054)","(7, 0.2469480244053047)"
"(1, 0.0955043053440143)","(2, 0.0886922248847411)","(3, 0.0243145336865609)","(4, 0.0699129868287939)","(5, 0.1256135197016738)","(6, 0.2542093219712613)","(7, 0.2277209686799965)"
"(1, 0.3412103672113134)","(2, 0.2782760592566519)","(3, 0.3132581244142271)","(4, 0.1584175623094723)","(5, 0.191196240070383)","(6, 0.3009667566892827)","(7, 0.1868301339491326)"
"(1, 0.3274188772047157)","(2, 0.2305647369592657)","(3, 0.277509395526973)","(4, 0.1872748905325169)","(5, 0.3253817666865087)","(6, 0.3887162120178871)","(7, 0.2201710876479084)"
"(1, 0.3614991295476388)","(2, 0.3470460257394905)","(3, 0.3975558639934783)","(4, 0.3507116690887543)","(5, 0.4553348683023845)","(6, 0.3388332438546393)","(7, 0.3372139152875433)"
"(1, 0.9442418843900616)","(2, 0.7233586666960667)","(3, 0.7989756148033531)","(4, 0.7545418865957221)","(5, 0.8788072816405577)","(6, 0.7716005402373249)","(7, 0.8538274931786101)"
"(1, 0.4339313114680543)","(2, 0.3338520492513724)","(3, 0.486406438406155)","(4, 0.4193496913834563)","(5, 0.2602503495309277)","(6, 0.2200846894203487)","(7, 0.2804026233581322)"
"(1, 0.8790968892252572)","(2, 0.7642556959549391)","(3, 0.7013543509297702)","(4, 0.781525539436492)","(5, 0.8297158213704962)","(6, 0.6624462836870709)","(7, 0.7106006479642948)"
"(1, 0.3277179465938613)","(2, 0.0963916087776006)","(3, 0.2384326678563876)","(4, 0.2604121354360553)","(5, 0.0607582612725432)","(6, 0.1481235901893863)","(7, 0.186183303893572)"
"(1, 0.1990213908833417)","(2, 0.0820722944503214)","(3, 0.2205529272716433)","(4, 0.1043301857343614)","(5, 0.2468668184352144)","(6, 0.002267106923975)","(7, 0.2481847040949358)"
"(1, 0.1404653052402533)","(2, 0.0600129391535861)","(3, 0.0511360322578623)","(4, 0.2041309446505592)","(5, 0.1620811009105627)","(6, 0.2141957489354658)","(7, 0.1425323758033)"
"(1, 0.3084171882011211)","(2, 0.3251460611972563)","(3, 0.1342619752273689)","(4, 0.1071217866956697)","(5, 0.3241205148362389)","(6, 0.08442246754099)","(7, 0.1038029614632701)"
"(1, 0.0486142828628362)","(2, 0.1020966173179549)","(3, 0.1264385169100003)","(4, 0.0655883066215373)","(5, 0.0550135638539126)","(6, 0.1251690352361234)","(7, 0.1511588171549168)"
"(1, 0.3559043842648355)","(2, 0.2665434599551218)","(3, 0.3495312014238265)","(4, 0.1494448936198772)","(5, 0.2900892549727495)","(6, 0.1341410137471452)","(7, 0.3669787734428959)"
"(1, 0.8557290920011422)","(2, 0.9118381453636304)","(3, 0.7507291234562108)","(4, 0.9296760259635044)","(5, 0.753071423802715)","(6, 0.8258813221531373)","(7, 0.8255823302854646)"
"(1, 0.7236049000999389)","(2, 0.4760648182964833)","(3, 0.6376512668331236)","(4, 0.4729308633791245)","(5, 0.5337657909646396)","(6, 0.4547340333034848)","(7, 0.5172286221408622)"
"(1, 0.7944074603070733)","(2, 0.9224709662315812)","(3, 0.8674093807605519)","(4, 0.8158349936248087)","(5, 0.8928377783763463)","(6, 0.7966377976247893)","(7, 0.7265900141476199)"
"(1, 0.3806733355563497)","(2, 0.3594261056237302)","(3, 0.290044006272394)","(4, 0.2515705501663406)","(5, 0.2011184289772168)","(6, 0.2156876458553288)","(7, 0.2090416932314857)"
"(1, 0.2382920628402235)","(2, 0.1593403939515048)","(3, 0.2842088514605445)","(4, 0.3686534476393733)","(5, 0.2301706267506243)","(6, 0.3584564213850046)","(7, 0.1627493547094365)"
"(1, 0.8868705595776071)","(2, 0.9000024970864311)","(3, 0.8443766453152893)","(4, 0.876304103246328)","(5, 0.9891141020170048)","(6, 0.9904509426485896)","(7, 0.8899433410297717)"
"(1, 0.2047664571561201)","(2, 0.2287377542022745)","(3, 0.1055704397877741)","(4, 0.0788432231987189)","(5, 0.2444113519488449)","(6, 0.2733987524528152)","(7, 0.1577656385432914)"
"(1, 0.441792725116482)","(2, 0.3307396365453415)","(3, 0.4807444684509201)","(4, 0.4105962811242621)","(5, 0.3082600141615923)","(6, 0.426880437548144)","(7, 0.4819915238935641)"
"(1, 0.0353815458953673)","(2, 0.1759394761904819)","(3, 0.1332793142007284)","(4, 0.2490203213102715)","(5, 0.224748851315014)","(6, 0.1946489423435102)","(7, 0.2539529295992958)"
"(1, 0.7894997908468827)","(2, 0.6230507561424513)","(3, 0.5994926856410163)","(4, 0.8361087473574387)","(5, 0.6239028565050382)","(6, 0.6604761245783559)","(7, 0.7688454611096034)"
"(1, 0.2970864615376336)","(2, 0.2010027828361648)","(3, 0.117330387601752)","(4, 0.2852078295090818)","(5, 0.3234025888058088)","(6, 0.2520744862630392)","(7, 0.2199804381111197)"
"(1, 0.1562628750698454)","(2, 0.4159767261675876)","(3, 0.3944324541140513)","(4, 0.4109274299876649)","(5, 0.3313460599072947)","(6, 0.3119208985202643)","(7, 0.1469153905915418)"
"(1, 0.3500155848939567)","(2, 0.4562655493128927)","(3, 0.3018911329711259)","(4, 0.323495254421115)","(5, 0.3967466854997715)","(6, 0.2777705817333606)","(7, 0.5025252807321883)"
"(1, 0.1460630357712813)","(2, 0.0357649527811691)","(3, 0.0886119413392208)","(4, 0.0356935463377138)","(5, 0.1867556415774565)","(6, 0.1127830703196973)","(7, 0.1719966513977981)"
"(1, 0.8556210913632863)","(2, 0.6441006575664124)","(3, 0.7108477480885043)","(4, 0.6732949851684324)","(5, 0.7120901840189918)","(6, 0.6518220479734712)","(7, 0.6999162295059871)"
"(1, 0.1169363488374087)","(2, 0.3413953237291651)","(3, 0.2485557634949181)","(4, 0.1396546694002861)","(5, 0.2740045160386218)","(6, 0.3119609624022674)","(7, 0.1701033312609484)"
"(1, 0.8012365751693997)","(2, 0.9637208246453072)","(3, 0.9075229922927294)","(4, 0.9478441969654532)","(5, 0.999797031775442)","(6, 0.8858974645636446)","(7, 0.8863318994066525)"
"(1, 0.2242969344302103)","(2, 0.2439105908659465)","(3, 0.4720386990289706)","(4, 0.3726974701472618)","(5, 0.3043546100219578)","(6, 0.3089846319373391)","(7, 0.4563859147191468)"
"(1, 0.2668700511514093)","(2, 0.0805912271241799)","(3, 0.3343352542801824)","(4, 0.0691351094234651)","(5, 0.2276036724253108)","(6, 0.2025231294759374)","(7, 0.1111994196657039)"
"(1, 0.0793954735465809)","(2, 0.1260346099251777)","(3, 0.171525628749698)","(4, 0.220355934988368)","(5, 0.2306534273681025)","(6, 0.2188013060761492)","(7, 0.0659696962422419)"
"(1, 0.856466721345699)","(2, 0.9837490606951932)","(3, 0.9893949570495392)","(4, 0.728026951658193)","(5, 0.9193684341319917)","(6, 0.8594830725422583)","(7, 0.8387155094655396)"
"(1, 0.7517800755832518)","(2, 0.8342999215210897)","(3, 0.7473562732997221)","(4, 0.7398016125203083)","(5, 0.7766797538119998)","(6, 0.7675607281056495)","(7, 0.9643000840324784)"
"(1, 0.3331444416586011)","(2, 0.4935864102091029)","(3, 0.2831861240730103)","(4, 0.389985736178682)","(5, 0.3457480359245947)","(6, 0.4824827699794379)","(7, 0.3817971452874925)"
"(1, 0.9561648576034342)","(2, 0.941578584748748)","(3, 0.8922716899780678)","(4, 0.8796569743607616)","(5, 0.8726693727328733)","(6, 0.8641786392863623)","(7, 0.9668517671503624)"
"(1, 0.462261500189858)","(2, 0.6551026581690181)","(3, 0.6161532907201718)","(4, 0.4867570664168108)","(5, 0.6674536387671104)","(6, 0.6548980173636147)","(7, 0.5672563935459988)"
"(1, 0.851117282153415)","(2, 0.9202711054387892)","(3, 0.8834968098845525)","(4, 0.8455321431176938)","(5, 0.9461885064293746)","(6, 0.7657930979488878)","(7, 0.9283196511885362)"
"(1, 0.9286503017939342)","(2, 0.9528992084437722)","(3, 0.8435094016017988)","(4, 0.9582873239827092)","(5, 0.8808644663966169)","(6, 0.8699502039187488)","(7, 0.9768547060571848)"
"(1, 0.4353498056492174)","(2, 0.5621200492932272)","(3, 0.5097445011808515)","(4, 0.4620442172207952)","(5, 0.5461344137611116)","(6, 0.3318610954354614)","(7, 0.5536961765724594)"
"(1, 0.8306706693427401)","(2, 0.924825964705928)","(3, 0.9110515192806532)","(4, 0.8483858555092437)","(5, 0.8604749424132684)","(6, 0.7959428294312731)","(7, 0.9468816550463393)"
"(1, 0.0506716961983934)","(2, 0.004548801897542)","(3, 0.0651483276111573)","(4, 0.0347221358400861)","(5, 0.1025326175571882)","(6, 0.0256320875204656)","(7, 0.0775412257546588)"
"(1, 0.6264511240317504)","(2, 0.6189888367851202)","(3, 0.7201434379028315)","(4, 0.5537861182279976)","(5, 0.4373508844420856)","(6, 0.7067781385779787)","(7, 0.6753915711779953)"
"(1, 0.2264731235215004)","(2, 0.0158329371918944)","(3, 0.1241987265943773)","(4, 0.1396358980413378)","(5, 0.191068808109624)","(6, 0.2158688902328415)","(7, 0.1174371530940649)"
"(1, 0.2480321568319627)","(2, 0.316911702020659)","(3, 0.202862142242264)","(4, 0.1441032179321102)","(5, 0.1862995078393604)","(6, 0.1062162771749038)","(7, 0.2807090662643889)"
"(1, 0.1423227567706941)","(2, 0.1343170814973813)","(3, 0.0359743403104632)","(4, 0.0790886753323664)","(5, 0.088836310226633)","(6, 0.0005858374881747)","(7, 0.1070280575339091)"
"(1, 0.565007269331796)","(2, 0.3545020070501877)","(3, 0.4849710695387506)","(4, 0.4604765228054237)","(5, 0.2974177440772978)","(6, 0.4062711593464459)","(7, 0.5860606459084237)"
"(1, 0.778002888692872)","(2, 0.7829914550337207)","(3, 0.7852240565253806)","(4, 0.8514010882317843)","(5, 0.8449122030480234)","(6, 0.5750236791543606)","(7, 0.7029206929161856)"
"(1, 0.7764227034687237)","(2, 0.9254551208172862)","(3, 0.8357271568196707)","(4, 0.8315855302191635)","(5, 0.690670635145906)","(6, 0.9023423653473196)","(7, 0.7781407601763815)"
"(1, 0.3990584779380826)","(2, 0.6311423913116347)","(3, 0.6501971115872941)","(4, 0.6740308277278841)","(5, 0.491865233779661)","(6, 0.5883358325805256)","(7, 0.5821407712318067)"
"(1, 0.9522988005912048)","(2, 0.7693624274552711)","(3, 0.7989159048145883)","(4, 0.7195907298000379)","(5, 0.9077725767501093)","(6, 0.6621396787177495)","(7, 0.702666814276344)"
"(1, 0.2855205794060432)","(2, 0.0851576898554556)","(3, 0.0231906395132722)","(4, 0.1231947189182598)","(5, 0.1793250995333212)","(6, 0.2450403662459162)","(7, 0.1426141201281164)"
"(1, 0.0800566509114767)","(2, 0.196128434368186)","(3, 0.1982235128335118)","(4, 0.0956422666364318)","(5, 0.2071408775979993)","(6, 0.1916819678520924)","(7, 0.2126766794828729)"
"(1, 0.2113639726161218)","(2, 0.120075496774058)","(3, 0.1182907551517667)","(4, 0.123683787333222)","(5, 0.1730171813959855)","(6, 0.1737856989177476)","(7, 0.2249824478739921)"
"(1, 0.6962994223710949)","(2, 0.7948547832448705)","(3, 0.5767779672140262)","(4, 0.7000360562354739)","(5, 0.6002481590309596)","(6, 0.6286523564511803)","(7, 0.8133618143635133)"
"(1, 0.05294166651785)","(2, 0.0784875824575199)","(3, 0.075819682382098)","(4, 0.031521799967621)","(5, 0.1055930220719811)","(6, 0.0380110604559301)","(7, 0.0080472958480719)"
"(1, 0.9328039381853652)","(2, 0.9635694079610834)","(3, 0.826446793233588)","(4, 0.8366528638430726)","(5, 0.8034188036255031)","(6, 0.8934419049494672)","(7, 0.9351852169931988)"
"(1, 0.0192349645413429)","(2, 0.0743886516201375)","(3, 0.0984760686891578)","(4, 0.0283746408213373)","(5, 0.0808438856140325)","(6, 0.0380239843187615)","(7, 0.0481502055628723)"
"(1, 0.07357036263168)","(2, 0.2405900219419686)","(3, 0.1475549637243187)","(4, 0.1951636644865179)","(5, 0.0467356687029402)","(6, 0.0444397887106927)","(7, 0.052607715975843)"
"(1, 0.1491929686836206)","(2, 0.0205758084960899)","(3, 0.0084480844182204)","(4, 0.0435821266001414)","(5, 0.0029098360718926)","(6, 0.1427743961097483)","(7, 0.0449372636900048)"
"(1, 0.0344295132233516)","(2, 0.0683212990995043)","(3, 0.1973767273091858)","(4, 0.1062742348836923)","(5, 0.0571997294778197)","(6, 0.0322508428124791)","(7, 0.119018871534666)"
"(1, 0.228906629262022)","(2, 0.2217940604616319)","(3, 0.3718842347893909)","(4, 0.1728222788923455)","(5, 0.2152649302492751)","(6, 0.2659391173152731)","(7, 0.3475180636036704)"
"(1, 0.7524610415096422)","(2, 0.918368822823435)","(3, 0.6719230837279053)","(4, 0.6537451884195574)","(5, 0.7381611440700633)","(6, 0.8806467432059619)","(7, 0.6549701702620822)"
